Denominazione,Abstract,Categoria,Tipologia_Prevalente,Comune,Indirizzo,Proprieta,Date_complesso_archivistico,lat_comune,long_omune
Archivio della Società di mutuo soccorso fra gli operai di Matera,"Le prime notizie in merito al fondo sono state acquisite in occasione di una ricognizione, avviata alla fine degli anni '90 dalla Soprintendenza archivistica per la Basilicata, volta a verificare l'esistenza di materiale documentale prodotto e conservato nelle sedi delle mutue di soccorso dislocate su tutto il territorio lucano. L'esito di tale verifica confermò la presenza, presso la Società di mutuo soccorso di Matera, di un interessante nucleo di testimonianze documentali per le quali si provvide ad emanare la dichiarazione di notevole interesse storico (Provvedimento n. 21 del 13.09.2001). Il complesso documentario prodotto dalla Società operaia era costituito in prevalenza da registri e da fascicoli condizionati in circa una diecina di buste. L'analisi approfondita del materiale condizionato in buste permise di evidenziare che i documenti erano stati oggetto di manipolazioni: infatti non sempre la segnatura annotata sul dorso delle cartelle corrispondeva al contenuto. Spesso le indicazioni presentavano evidenti tracce di rimaneggiamenti essendo state in alcuni casi cancellate e sostituite con nuove intitolazioni. I continui trasferimenti della sede sociale del sodalizio, probabilmente, avevano causato anche la dispersione di gran parte del materiale archivistico. Nell'anno 2003 sono state avviate operazioni volte al recupero della documentazione attraverso la schedatura analitica informatizzata delle unità archivistiche, il riordinamento e alla redazione dell'inventario a cura di un archivista libero professionista.",Archivio Collezioni Private,Archivio documentale,Matera,recinto XX Settembre ; 75100 Matera,Società di mutuo soccorso di Matera,1866 - 2004,40.6686534,16.6060872
Archivio Mons. Angelo Mazzarone,"Materiale documentale (agende, quadernetti, block notes, fogli sciolti, manoscritti, dattiloscritti, fotografie e registrazioni audio su cassette) prodotto e raccolto da mons. Angelo Mazzarone, ecclesiastico a cui si riconosce - per i diversi incarichi rivestiti e per i moltepili rapporti di amicizia e di studio intrattenuti con autorevoli personalità, servi di Dio, venerabili e teologi del Novecento - un ruolo di primo piano nella storia della Chiesa italiana del XX secolo. Vicario generale dei Vescovi Zerrillo e Orofino della Diocesi di Tricarico, moderatore di Curia e arcidiacono della cattedrale, officiale del Tribunale ecclesiastico diocesano, predicatore, conferenziere, guida spirituale di sacerdoti e laici e scrittore Mons. Mazzarone fu cofondatore dell'Istituto secolare dei Sacerdoti Missionari della Regalità di Cristo (fondato nel 1935 da Padre Agostino Gemelli) e membro del Consiglio direttivo della Conferenza Mondiale degli isituti secolari partecipando in tale veste da protagonista al dibattito pre e post conciliare sugli Isituti Secolari.L'archivio di Mons. Mazzarone si articola in più fondi: ""Mons. Angelo Mazzarone"" (1923-2013), ""Enrico Pieralli, Missionario del Pio Sodalizio dei Missionari della Regalità di Cristo"" (1933-1934), ""Giuliana Roggero, Missionaria del Pio Sodalizio dei Missionari della regalità di Cristo, poi Istituto Secolare delle Missionarie della Regalità di Cristo"" (1933-1976), ""Padre Angelo Cantons, Servo di Dio della Congregazione dei Missionari Figli del Cuore immacolato di Maria o Clarettiani2 (1940 - 2005). Strettamente connessa all'archivio è la ricca biblioteca che si compone di oltre 5.200 volumi, editi tra il 1859 e il 2007, e di circa 2500 periodici.",Archivio Collezioni Private,Archivio documentale,Matera,"Piazza Pascoli, MT",Museo nazionale d'arte medievale e moderna della Basilicata,1923-2013,40.6686534,16.6060872
Archivio Storico della Provincia di Matera,"Il complesso archivistico dell'Amministrazione provinciale di Matera è costituito dalla documentazione prodotta dall'Ente dalla data della sua istituzione, avvenuta nel 1927, sino ai giorni nostri. Istituita il 2 gennaio 1927 con regio decreto legislativo,la Provincia di Matera riacquista, dopo centoventi anni, la dignità di capoluogo di Provincia. L’elevazione a capoluogo di Provincia rappresenta per Matera l’inizio di un nuovo corso storico che dà il via ad una serie di iniziative e realizzazioni che hanno determinato un radicale cambiamento della vita economica e culturale del territorio. Il primo periodo 1927-1939 rappresenta la fase costituente nella quale si procede all’organizzazione degli uffici, alla costruzione della sede, su progetto dell’ingegner Quaroni e portato a termine dall’ingegner Francesco De Martino, al reclutamento del personale nonché alla divisione patrimoniale con la provincia di Potenza. ; Il secondo periodo 1940-49, segna nei primi cinque anni una stasi generale dell’ente, dovuta agli eventi bellici. Infatti, in questo periodo, la Provincia fu privata anche della propria sede, occupata dagli alleati. Seguì un primo rinnovamento con un’attività particolarmente apprezzabile con la realizzazione di lavori stradali ed edilizi (la sede dell’Orfanotrofio Brefotrofio Provinciale e il Reparto ospedaliero per la T.B.C.). ; Con l’insediamento della prima amministrazione democratica, attraverso l’esercizio dei propri poteri e delle proprie funzioni, fu riscontrabile anche in rifiorire in campo politico amministrativo e civile.",Archivio Pubblico Non Statale,Archivio documentale,Matera,"via Ridola, 60 ; 75100 Matera MT",Provincia di Matera,1924 - 2003,40.6686534,16.6060872
Archivio Vincenzo Baldoni Architetto,"Oltre ad un considerevole numero di progetti su lucido, carta e cartoncino, l'archivio comprende una sessantina di cartelle contenenti allegati ai progetti, perizie, relazioni, capitolati, corrispondenza, materiale didattico e di studio, materiale fotografico ed audiovisivo. Si conservano, inoltre, una decina di plastici e circa 150 schizzi e disegni artistici.",Archivio Collezioni Private,Archivio documentale,Matera,"Via D'Addozio, Mt",,1950 - 2002,40.6686534,16.6060872
Archivio storico diocesano di Matera,L'Archivio Diocesano di Matera nello stato in cui si trova nasce nel 1954 dopo la separazione dall'Arcidiocesi Metropolitana di Acerenza. L'Arcivescovo Mons. Vincenzo Cavalla dispose che per la sede di Matera ci fosse un'Archivio Diocesano separato rispetto a quello di Acerenza. Sua Eccelllenza Mons. Salvatore Ligorio con decreto del 30 Ottobre 2009 ha costituito l'Archivio Diocesano di Matera-Irsina. Fotocopie; Fotografie; Copie elettroniche; Microforme; Altro; Accesso internet; Visite guidate; Servizi igienici; Assistenza sala studio,Archivio Diocesano,Archivio documentale,Matera,Piazza Duomo 7 - 75100 Matera (Matera),Arcidiocesi di Matera-Irsina,,40.6686534,16.6060872
Collezione Etnografica del Museo Archeologico Nazionale “Domenico Ridola”,"L’istituto museale dispone di importanti testimonianze archeologiche rinvenute nel comprensorio di Matera e di una collezione etnografica intitolata allo stesso Ridola. Tale collezione deriva da una prima raccolta di oggetti in legno intagliato che Domenico Ridola aveva cominciato a reperire nelle campagne del Materano in occasione delle sue ricerche paletnologiche agli inizi del XX secolo. È proprio dalla raccolta di questi oggetti che nasce la storia della museografia e del collezionismo di interesse etnografico in Basilicata. ; La maggior parte degli intagli lignei che costituiscono la collezione risale ai primi anni Sessanta, periodo in cui era direttrice del Museo Eleonora Bracco. La collezione è molto eterogenea e ha conosciuto un progressivo",Archivio Collezioni Private,Archivio documentale,Matera,"Via Ridola,24 75100, Matera",Museo Archeologico Nazionale,,40.6686534,16.6060872
Conservatorio di musica Egidio Romualdo Duni di Matera,"L'Archivio del Conservatorio ""E.R. Duni"" è attualmente ubicato in due ambienti dello storico palazzo Ridola, che ospita anche la biblioteca dell'Istituto, sito in via Duomo 13 (III Sezione) in Matera. La documentazione si trova in ottimo stato di conservazione ed è consultabile previa richiesta d'autorizzazione da inoltrare al dirigente amministrativo.",Archivio Collezioni Private,Archivio documentale,Matera,"Piazza del Sedile - 75100, Matera",Conservatorio Duni,,40.6686534,16.6060872
"Museo storico ""Generale Ignazio Pisciotta""","Fondato da Francesco Masciandaro, Presidente Regionale per la Basilicata dell'ANMIG. Il Museo intende parlare non solo agli studiosi di storia, ma a tutti coloro che nel culto del passato, vogliono trovare le radici per tutelare la Pace. L'intitolazione del luogo al Generale Ignazio Pisciotta, eroe materano, é assai significativa, visto che nei libri di storia ricorrono ancora le frasi patriottiche scritte con la sua mano mutilata e sanguinante sulle pareti rimaste in piedi, tra le macerie delle case bombardate, sulla linea del Piave. Nel Museo Storico gli studenti hanno la possibilità di utilizzare i sussidi didattici sui reperti bellici, rendendo così più concrete le riflessioni sul valore della pace e il dialogo educativo tra le generazioni: tra i ""nonni "" invalidi di guerra e i ""nipotini"" desiderosi di conoscenza. Un paziente recupero di documentazione storica, di spezzoni di armi, munizioni e oggetti vari appartenenti ai soldati dell'Esercito Italiano e degli eserciti avversari delle passate guerre ha portato alla creazione del Museo Storico di Matera.",Archivio Collezioni Private,Archivio documentale,Matera,"Via Francesco D'Alessio, 52 75100, Matera",Provincia di Matera,,40.6686534,16.6060872
Archivio Storico di Matera,"L'AS Matera, istituito come sezione di Archivio di Stato con d.m. 18 mar. 1955, in esecuzione della l. 22 dic. 1939, n. 2006, divenne Archivio di Stato a seguito del d.p.r. 30 sett. 1963, n. 1409. Nel 1663 Matera cessò di far parte di Terra d'Otranto e divenne capoluogo della Basilicata fino al 1806, quando Giuseppe Bonaparte trasferì il capoluogo a Potenza, che si trovava in posizione più centrale rispetto alla regione. A seguito del r.d.l. 2 genn. 1927, n.1, Matera divenne capoluogo della provincia, costituita con territorio della provincia di Potenza. Archivi di data anteriore all'istituzione della provincia sono stati trasferiti dall'AS Potenza, nei cui fondi si può trovare altra documentazione attinente all'attuale territorio della provincia di Matera. Altre carte relative al territorio sono naturalmente reperibili nei fondi conservati presso l'AS Napoli. Si trovano carte della corte ducale di Montepeloso, gli atti dei giudicati regi di epoca napoleonica e borbonica, gli atti notarili del distrettto di Matera (1376 - 1878), i catasti provvisori dei comuni del materano, lo stato civile (1809 - 1865), le carte delle corporazioni religiose",Archivio di Stato,Archivio documentale;Archivio fotografico,Matera,"Via Tommaso Stigliani 25 - 75100, Matera (Matera)",Statale,,40.6686534,16.6060872
Archivio privato fotografico Giuseppe Buonsanti,"Si tratta di fotografie, diapositive, cartoline (dal 1895 a oggi), foto aeree del territorio della Basilicata. ; Il geometra Giuseppe Buonsanti era amico di Saverio Scalcione (1902-1993), del quale ricette l’archivio personale prima della sua morte: Quest’ultimo operò per conto del Consorzio di Bonifica di Bradano-Metaponto e del genio Civile di Matera: le immagini documentano opere pubbliche realizzate, ma anche panorami, paesaggi, scolaresche e avvenimenti politici.",Archivio Collezioni Private,Archivio fotografico,Matera,"Via Caropreso, 9 75100, Matera",Giuseppe Buonsanti,1895-2018,40.6686534,16.6060872
Archivio Prospero di Nubila,"L'archivio fotografico è stato donato dalla famiglia Di Nubila all'Università degli Studi della Basilicata. Prospero Di Nubila, fotografo autodidatta, con le sue immagini ha raccontato le dinamiche sociali e trasformative, ma anche le speranze e le aspettative, che avevano caratterizzato il suo paese, Francavilla sul Sinni, tra gli anni Venti del XX secolo e quelli del secondo conflitto mondiale. Una raccolta di immagini che, singolarmente e complessivamente, descrivono un percorso di tipo narrativo in grado di restituire dall'interno pezzi di vita quotidiana, frammenti biografici, momenti di solidarietà umana come di tensione politica e sociale.",Archivio Collezioni Private,Archivio fotografico,Matera,"Via San Rocco, 3 - 75100 Matera",DiCEM,,40.6686534,16.6060872
MUV Museo Virtuale della Memoria,Il MUV Matera è il primo museo online partecipato dove affluiscono fotografie riguardanti la Memoria storica del territorio e della comunità materana.,Archivio Collezioni Private,Archivio fotografico,Matera,Via Casalnuovo 239 75100 Matera,Associazione Muv_Matera,,40.6686534,16.6060872
Museo-Laboratorio della Civiltà Contadina e dei Mestieri Scomparsi,"Il museo, ospitato in un palazzotto a corte del Sasso Barisano, sito in via S. Giovanni Vecchio n. 60, si lega alla pluridecennale attività di collezionista del suo curatore e promotore Donato Cascione. L’allestimento, realizzato dallo stesso Cascione, presenta sinteticamente la vita quotidiana condotta nei Sassi prima dello sfollamento, con la ricostruzione degli ambienti domestici e lavorativi. Un nucleo consistente degli oggetti della ricca ed eterogenea raccolta, costituita da circa cinquemila pezzi, è rappresentato dagli strumenti di diversi mestieri artigianali praticati negli antichi rioni materani: l’arrotino, il sellaio, il calderaio, il ciabattino, il vasaio, il fornaciaio, il conciapiatti, il panieraio, il cavamonti, lo scalpellino, il muratore, il maestro d’ascia, l’ebanista, il conciapelle, il sarto e il barbiere. Sono presenti, inoltre, giocattoli tradizionali, oggetti del lavoro contadino e pastorale, strumenti della filatura e della tessitura, documenti e testimonianze connessi al ciclo della vita umana. È sempre Cascione a occuparsi della gestione del museo, aiutato da sua moglie Barbara, insegnante elementare che si occupa soprattutto dell’organizzazione di visite guidate e di progetti didattici in collaborazione con le scuole. Ai fini di tutelare la cospicua raccolta oggettuale, i coniugi Cascione hanno fondato, nel 1998, l’associazione culturale “Museo-Laboratorio della Civiltà Contadina - Associazione Onlus”.",Archivio Collezioni Private,Archivio fotografico;Collezione oggettuale,Matera,"Via S. Giovanni Vecchio, 60 (Sasso Barisano) 75100, Matera",Donato Cascione,,40.6686534,16.6060872
Antica abitazione “C'era una volta...” di Eustachio Rizzi,arredi e sculture della vita domestica,Archivio Collezioni Private,Collezione oggettuale,Matera,"Via Fiorentini, 82 75100, Matera",Famiglia Rizzi,1900-1950,40.6686534,16.6060872
Casa Grotta del Casalnuovo,"La Casa Grotta è allestita in un’abitazione sita nel Sasso Caveoso e abitata fino alla metà degli anni Cinquanta del ’900. ; La collezione comprende attrezzi del lavoro contadino e artigiano, oggetti d’uso quotidiano e domestico, elementi d’arredo.",Archivio Collezioni Private,Collezione oggettuale,Matera,"Rione Casalnuovo, 308 75100, Matera",Nicola Festa,1950 - 1970,40.6686534,16.6060872
